Date,ADS.DE,AIR.DE,ALV.DE,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BNR.DE,CBK.DE,CON.DE,DB1.DE,DBK.DE,DHL.DE,DTE.DE,DTG.DE,ENR.DE,EOAN.DE,FME.DE,FRE.DE,HEN3.DE,HNR1.DE,IFX.DE,MBG.DE,MRK.DE,MTX.DE,MUV2.DE,P911.DE,PAH3.DE,QIA.DE,RHM.DE,RWE.DE,SAP.DE,SHL.DE,SIE.DE,SRT3.DE,SY1.DE,VNA.DE,VOW3.DE,WCH.DE,ZAL.DE
2019-02-19,526417,68886,869275,1975850,1943420,336994,1136405,386500,8335424,387728,601337,11726663,2693699.0,9923021,,,4247938,1035481,1646144,578698,173549,3924311,2781821,324620,131469,501356,,286647,449079,134244,2375216,1457972,499960.0,2022035,116717,264788,1324647,860012,188333,432538
2019-02-20,406671,75578,986278,2392505,1750251,543152,2063029,436864,5187375,1206211,553149,8412495,2386317.0,9167077,,,5424161,1974201,4217669,742759,150687,4257980,5281927,260600,368789,535586,,562458,467616,156238,2008852,1407318,592005.0,2005149,120631,239496,1117725,1547699,139067,413612
2019-02-21,442721,70948,1203355,2533119,1875565,323443,1637768,255745,8303631,640692,533023,9996167,3089386.0,15326643,,,8608477,827436,2326944,779864,155546,5159574,3285294,390165,183854,445142,,425301,536392,149167,5473046,1638640,541989.0,1814572,86500,224032,1029100,796640,163081,333689
2019-02-22,431059,51596,1091790,2578023,2851688,347221,1312550,233020,5316645,674846,490022,9425768,2570467.0,9852458,,,6533996,920940,2446791,592186,106437,3916638,3284897,387634,99510,430625,,430377,435404,97375,2438710,1779721,387996.0,2750740,89222,223721,899913,1267789,111585,558752
2019-02-25,898700,52202,1234192,2788685,2175280,379779,1786026,240246,5372657,815243,396618,9033756,2209085.0,9945867,,,4876390,800399,1408078,527613,102680,5619478,5245777,453599,105357,484164,,563027,401569,168187,2849593,1484217,316258.0,2442588,64714,226350,1555120,1753356,122625,518848
2019-02-26,858693,70508,1001450,5578909,3085091,440687,1437733,298023,5502988,591251,391834,9891912,3182816.0,11799573,,,6315003,1031377,1209481,439147,123485,4379675,3363892,443254,101389,388394,,441862,457942,138250,2542557,1892686,540439.0,3363287,60151,212589,1648972,1013849,77850,629971
2019-02-27,546445,54546,950526,2894996,5553043,2619061,1158100,279236,11490272,497126,555720,16053429,4370570.0,9032299,,,8399052,819393,1260485,787374,131927,5580214,2897120,1515325,122868,671578,,320660,494304,105034,4177065,1573766,556062.0,2466490,66137,233326,1273505,761019,139147,702649
2019-02-28,1167496,55131,1502347,2954002,3385356,1452715,1118481,395330,11689116,488870,624664,16752077,3470202.0,11195219,,,6830029,1073089,2064990,681784,180272,4241010,3766616,952888,191930,763482,,408248,959827,152677,3227794,2136184,630939.0,2777301,65682,347863,1741666,850849,164700,4190026
2019-03-01,928451,47963,1294397,3259009,3306575,1083753,1458575,364755,9933348,614834,552506,12310924,2529194.0,11061934,,,6062658,649227,1636324,518128,149612,3543527,3815945,721278,149009,409623,,573581,517830,535843,3092634,1749562,620831.0,2450103,51483,199790,1386596,1438320,159751,1482383
2019-03-04,514429,47925,936589,1995723,2651218,608391,990670,236701,6919486,433046,486501,7954225,3680409.0,8500642,,,5510570,1359233,1465398,466977,110923,4183936,3335476,509897,77668,343589,,349465,360757,193451,1709082,1175316,438744.0,2099837,56344,205856,1147142,786097,305975,920188
2019-03-05,491008,57523,1174943,1979510,2129854,695620,1167940,326696,7012623,469758,450476,10832771,,11026909,,,6856371,881640,1424768,451798,153400,3425721,3113042,634598,94029,370427,,301633,443188,220135,1550915,1384275,453709.0,1898269,57646,233181,2169722,836444,685112,736635
2019-03-06,635605,44434,1003197,1472619,2274191,572323,1277239,780521,6496330,676775,316911,10912101,3651233.0,8297786,,,9060437,941655,1026049,470471,123862,4732136,3613209,408347,78967,406464,,428450,290514,122471,2291727,1288079,355995.0,1513589,45033,170165,1404470,1067248,261318,1215745
2019-03-07,721286,89112,1389685,2883680,2940601,673094,1980823,581349,12499980,969461,563455,21018346,5229437.0,14003412,,,9035194,632672,1366729,680726,269665,7471195,6377289,663441,101160,494513,,521157,513526,230041,2676473,2153180,478693.0,2043572,48117,249733,2173348,1141662,257078,789406
2019-03-08,1188174,85672,1136780,2945233,3207320,412850,1634876,322154,7342900,837813,595769,13726627,3643595.0,12362859,,,9374893,823592,1559398,393709,223919,4475004,5004932,773039,57382,359994,,426111,331144,183273,1968333,1885166,413437.0,2456178,66015,195032,2314409,1238158,202905,688609
2019-03-11,488913,68678,829429,1583996,3082564,351740,1357029,340337,12762679,439110,433867,18769859,3150356.0,8673470,,,7315072,595640,1273753,425638,174363,4119137,2799635,782373,116663,301212,,257143,313790,160345,2254557,1538735,336452.0,1602142,41141,232061,1696445,910780,152353,604401
2019-03-12,1130594,150159,1088734,2493415,4150881,316214,1243429,457539,11155699,596163,395478,16931576,5186850.0,9673788,,,12032985,1093109,1415309,445635,189453,5387344,3838020,783791,115714,498409,,525327,440484,149628,3588004,1650259,477969.0,2037057,57048,318493,1768860,1754235,151954,651642
2019-03-13,1922522,81124,994105,2158529,3644881,377456,1117529,262447,4819329,435484,413447,8635215,3204858.0,10710337,,,15126431,1125733,1405601,373355,147841,4662215,3161106,562172,77026,338099,,478096,336148,240799,3424222,2514742,685449.0,2126798,39443,580111,1846979,1196765,125314,566094
2019-03-14,1471886,181593,1135886,2612329,2905102,444210,1541976,378780,5706693,508924,460871,9956148,3678792.0,9465979,,,13613009,820977,1214882,395856,161384,4024360,3396755,544312,86619,422869,,462938,291926,217189,4895213,2086930,497542.0,2234379,49524,366044,2214792,1058869,112885,888086
2019-03-15,2076626,508671,3077103,7249905,7006033,761932,4131566,907703,14495376,1101855,1410660,21954008,11516810.0,33664034,,,18664730,1560435,3146415,1030591,904345,10397042,10984891,1379316,192763,1619353,,932991,772696,240907,6917621,7301998,803802.0,8439806,126290,663048,4521061,2170847,160589,822118
2019-03-18,765843,60057,1120315,2249716,2206927,338663,954628,330381,19654707,386087,476480,24311004,2793824.0,14489336,,,8373667,651179,1298572,394739,178446,6523597,3486583,398567,94453,450712,,595931,353085,157771,2775235,1649618,398811.0,1969068,49220,265677,1364757,978863,117402,503299
2019-03-19,679404,93747,880220,2364004,2939772,378157,1907389,353804,12243516,665406,356937,14996217,3233408.0,12824510,,,9548753,628694,1401662,512197,121215,4125058,6359114,495703,82930,723062,,959776,235489,180017,2415361,1780112,543004.0,2496177,39447,269971,1346691,1429935,185166,793710
2019-03-20,572132,64784,1034069,2344792,15258490,691753,4291080,276240,7071173,719493,379904,13934999,4522763.0,11272979,,,11983533,851126,1774261,527635,282175,5178249,5799430,518410,103183,804931,,617627,412745,164519,2462974,2488618,421666.0,2970657,59601,272885,1209127,1903277,143045,459426
2019-03-21,623549,46320,1257036,2025815,5320813,464391,1763972,224382,10136124,584726,978958,18448161,5572956.0,11581029,,,10610636,823435,1222179,559620,171434,5090020,4130929,353141,89664,727810,,509902,284573,132460,4594256,1783181,325132.0,2911663,44154,408979,1165895,927582,111170,409231
2019-03-22,909102,90387,1461781,3953918,5107733,651119,3025563,390637,11989531,820222,650250,18376375,3377918.0,15556560,,,12785025,1065524,2465078,535994,156891,6441055,7978498,498508,150514,715013,,613531,331863,197756,5999075,2673512,571318.0,3352138,68059,358043,1855289,1953985,218981,662517
2019-03-25,687243,81442,903803,2538885,6216812,558176,1544865,296096,7297782,405836,370744,12408848,2208854.0,10622857,,,5779739,808151,1935313,439471,139350,5138520,3965066,273226,108064,558020,,467304,250815,169622,4595577,1708697,373108.0,1688541,49702,245078,1382185,838716,230002,407825
2019-03-26,503227,94429,951406,2249007,6773637,685834,2153100,249246,6504413,584826,407263,12792264,1860325.0,9518525,,,7179563,844506,1741396,614439,143195,3965166,4435739,536385,150796,444389,,341568,257917,149739,4450571,2169402,564520.0,1617826,46200,287045,1467009,771187,158297,390374
2019-03-27,531166,60929,1071574,2903194,5808176,513892,1876013,312841,14546123,762553,491500,17957142,3700801.0,12612504,,,9509297,926724,1641427,695596,147398,16646499,4751485,546008,120688,496563,,377669,369267,119951,2769133,2139758,572629.0,2107756,57100,244510,1818641,1006122,211319,365154
2019-03-28,502300,57431,845995,2115910,7101635,355955,1416893,209381,9367189,791759,280539,18128926,1946590.0,15271969,,,7453829,862078,1609790,753166,117827,9968142,3881674,612601,84157,359281,,446681,316300,142707,2416147,2113641,614281.0,1414329,47995,181995,1397406,642174,114391,446813
2019-03-29,592739,49321,1253194,3134996,5770978,453325,1887263,446346,7840908,955569,309671,12195197,3143596.0,15964412,,,6873816,1129178,1760098,763392,209542,7552358,5257470,575539,121723,568647,,451061,290247,161936,2292885,2495406,595831.0,2267326,61929,329448,1984481,883289,155948,511222
2019-04-01,800329,58509,1056008,3073623,3303003,670967,2396741,310789,7318640,1209456,410603,14269978,3436736.0,12465810,,,8092627,921295,2122948,557858,180810,10690521,9531438,717338,150720,368844,,754147,459059,155911,2420420,2084518,550072.0,2224817,71511,212367,1802530,1581086,282195,651576
2019-04-02,558095,61434,950273,2119412,3004556,367408,2622991,183215,5481761,989332,403556,10518200,5160143.0,9258529,,,8571086,828682,1070745,1003524,140768,5607393,5890941,330199,118256,489257,,667670,498550,96184,1685334,1546912,591410.0,2341743,68752,171617,1425434,1089506,258760,424765
2019-04-03,575660,53436,1358741,4185426,3490389,499057,2166661,294059,8495991,998142,564400,14507731,4623691.0,11751095,,,9515075,1094091,1628312,776064,240237,8983920,5406529,498417,115523,615065,,626139,390162,111563,2141975,2029689,478716.0,2841365,94329,236422,1743673,1353567,381344,675218
2019-04-04,832637,61172,982965,2624021,2718805,249111,2168174,245474,13160151,690689,496812,17028157,2312597.0,10102252,,,5327074,672683,1491123,491618,151574,5221649,4651219,325217,107035,511078,,420092,341565,80284,2759035,2248473,442724.0,1652659,91237,216888,2012789,1091467,136474,478034
2019-04-05,787085,39134,849957,2529117,3018999,277094,1427259,259713,11271070,546696,449324,12984285,2391957.0,10753810,,,4860122,780672,1326390,688652,138692,8215292,3691114,512418,115024,432972,,537915,244031,132816,2276615,2909137,456260.0,2155325,55781,203660,1252346,963368,172239,273342
2019-04-08,554407,73980,989792,1964874,2274866,281785,1325909,217835,8474794,618350,398322,13066278,2404034.0,8205601,,,5786456,640968,1147333,1172515,121400,3941598,2984571,450387,131927,474267,,425405,273677,149599,2384098,2674479,469278.0,1679327,44202,152994,1842325,679562,130473,354270
2019-04-09,613298,79735,994191,2550948,2060380,397570,1281897,186137,5877862,654755,573448,10127018,3068017.0,7610680,,,6014554,706488,1089498,805273,143281,5173254,3785475,737890,160143,560876,,598619,183649,83739,2261818,3596866,480559.0,2254240,69872,142174,1532513,999668,103363,521877
2019-04-10,486302,53807,974775,1954509,1973292,327340,1264318,378025,9223279,726696,325415,11236690,2402157.0,8475054,,,7350395,524991,955536,694167,198169,5682100,4839541,423664,121604,322262,,466462,246461,129174,2727534,2276733,562454.0,1399598,84659,158584,1686749,720467,295997,485807
2019-04-11,458705,50349,934926,2244655,3346657,281831,1287851,245007,9601748,867232,410994,16963108,2886556.0,10990414,,,7129540,698885,1156925,704967,129502,3249446,3232207,375213,109932,421425,,441077,219913,113609,2316984,1782098,590115.0,1973369,96723,172383,1374268,1074181,178223,469206
2019-04-12,499359,69664,855880,5330004,3522556,407541,2612728,225493,9788568,790880,388894,17985219,2162795.0,9280688,,,10142157,757634,1436492,639333,115954,6616272,6015461,896372,93226,532502,,679203,400528,122898,2634379,1668823,537488.0,2251442,57726,231646,1279945,1728451,168426,599219
2019-04-15,348061,70133,805647,2675847,2495741,397539,1175155,170777,8088306,440346,711071,9626787,2325917.0,8114073,,,7088232,649674,1930535,460168,101311,2833768,4050229,413828,121547,510712,,511737,337528,134615,1952226,1294138,671312.0,1237192,49459,181282,2186054,991355,112470,308087
2019-04-16,647503,42702,1237475,3081269,2436976,590881,1587145,256394,8526388,596736,992007,10503463,2429803.0,9478214,,,11055465,640019,1008293,754707,163038,3992456,4577867,631980,110796,659565,,684545,246740,85820,4431264,1781291,552505.0,2021865,61909,157272,1813591,1076838,159459,1864670
2019-04-17,506648,40121,1403953,3553945,3866903,484171,2357190,367001,10040691,1179197,493839,13355114,3411046.0,15716992,,,11272899,1519858,2849222,675369,112013,6597552,6891490,870710,90970,628627,,909373,577414,86449,3292988,2283564,511054.0,2824908,168595,223781,2367837,1871159,185447,838435
2019-04-18,847375,60348,1559157,3641930,4465525,362838,2868292,279153,7561854,1066826,592996,14675634,5909906.0,18453854,,,8483368,1727065,2468191,1124103,94951,4564678,9774145,684754,94793,701586,,758145,377755,165031,2496368,3944639,655448.0,3442940,172318,231366,2402360,1880629,131770,500398
2019-04-23,588878,88953,1012307,2493368,3367088,278878,1139985,216858,6269508,828875,473873,11840093,3013257.0,9865756,,,6231092,974193,1864885,581797,160928,4485003,5529441,658522,141010,556018,,438244,459090,109468,2230440,2144933,677025.0,1670469,103737,230222,1681295,1008197,86006,566847
2019-04-24,613000,70790,1268736,3518218,4317631,426023,1779199,289184,6784035,914500,529130,12229468,3292479.0,11872346,,,18054002,927543,1449192,627275,209721,6118826,5368441,636578,131509,642016,,541235,387354,140130,3776054,8635777,627453.0,1919199,96189,232204,1985745,1085507,185176,747746
2019-04-25,548632,41171,1089403,2932073,5228213,401908,1453960,350681,13939809,794930,355390,27855443,2700318.0,7105341,,,7104725,750856,1851723,657025,147084,3570297,6302109,624325,112483,582083,,416422,370980,74410,2494889,4612262,339201.0,1832760,56325,206857,1603849,1003601,284849,396380
2019-04-26,506082,64559,907421,1975429,4672473,453072,1289602,262825,8857184,1376201,424237,25857045,3161229.0,8119750,,,6427933,639929,1668584,571592,123533,4970812,5636341,501912,147674,552490,,464218,269293,91138,2404030,3778974,404149.0,1550587,51322,214468,1278858,828364,244840,734112
2019-04-29,447270,45265,769354,2163291,3567461,417908,899246,368610,7782041,528824,377556,16399913,2057484.0,5866035,,,7422687,676535,1198936,548974,139455,2937069,3586350,334364,99583,488449,,246927,267356,100228,2759861,2241297,387927.0,1481082,41428,274617,1068251,633522,196885,698917
2019-04-30,631659,103811,1073859,2999069,3120119,954742,1217765,333709,6818023,596053,558137,10006605,3562057.0,10510424,,,10546418,873604,1730687,706353,194206,4307647,4157251,526195,181259,841951,,315805,506911,88423,2387146,2576082,490670.0,2614281,62318,424870,1546005,869737,203999,732442
2019-05-02,823449,68770,1106951,3893571,6434729,556606,1694344,280725,7238142,457755,661776,13809271,3013178.0,8689765,,,13894170,1037724,2385917,722302,183771,3594783,4670392,716453,95680,735764,,1005567,492517,120706,4616560,2984610,734776.0,1857095,57919,323654,2800087,2009100,120106,884501
2019-05-03,2028601,48332,927620,4297680,2836892,533144,1047600,209147,5444635,400979,398659,9838325,2988371.0,7737729,,,11927190,771402,1795708,590705,111195,3135013,3778506,420801,57182,726680,,357626,643225,66037,4221850,2209498,377001.0,1477200,27265,152158,1779930,868124,168715,1046387
2019-05-06,1097875,88534,1448475,5372462,2744946,282209,2560420,143981,4648259,743783,421130,12516254,4171318.0,7237811,,,6520051,669207,1808345,749429,122084,7055896,7688969,348164,58756,578092,,577028,403600,199418,4903979,2105594,414512.0,2318209,44448,122814,1218180,1535879,136189,463270
2019-05-07,956738,140244,1503047,4776580,3129289,470067,2524460,387980,5895693,660306,760065,16541635,5019724.0,12981821,,,9948675,1053166,1787059,1615195,229474,7387358,6431663,663902,124499,674911,,731284,682111,133273,4733638,2699819,481148.0,2818596,80950,305070,3473666,1330855,236150,717340
2019-05-08,1103794,59403,1869804,3758625,3424393,447051,2863706,329370,5309035,598747,646451,13986738,4705370.0,9134555,,,9709071,1081861,1760824,785043,230264,7969051,5969448,542503,81723,825717,,481009,481545,187027,3116626,2368627,597478.0,4907513,52412,296924,2496052,1427376,298494,558082
2019-05-09,1126275,63683,1831039,3211061,4691591,357597,3095227,626544,6859092,1374782,630609,18138946,5333501.0,10019683,,,7990564,840908,1847858,713020,250172,8913620,8904113,495264,109069,677550,,637243,839493,429733,2946994,2681636,467129.0,2926377,64138,311634,1921524,1372447,143306,496093
2019-05-10,993567,70186,1148254,3441834,3587407,382505,3311601,961333,5176346,906981,731272,14706367,5555612.0,12181383,,,12105905,952610,2022523,693221,348129,6855731,9771605,447869,119561,749044,,670007,585467,214466,4686427,2427404,366568.0,3401038,57181,220122,2049703,1488830,118627,518795
2019-05-13,857825,76642,1222145,4202148,3016515,348839,2857093,329106,4395010,1181354,433101,12614104,4863356.0,13031794,,,11844117,513912,1806952,657588,175521,9518525,8608353,544753,201113,576912,,627301,638774,186382,3519702,3210370,774162.0,2506674,76011,246413,2286617,1643270,229165,728514
2019-05-14,614025,96322,1305409,3109612,6053963,530754,2065886,387842,13024736,792075,639787,10283481,3958366.0,11059359,,,14014905,686428,1467984,662466,220045,9463677,6358110,885044,128591,498020,,581319,625551,128507,5981088,3358261,433461.0,1984673,103567,218786,4177395,1515374,219484,574143
2019-05-15,581024,83428,1308310,3609118,4345316,561381,4082038,348731,7872144,1001219,605652,14955713,4365106.0,10856766,,,20240525,741324,1418540,734854,262996,10550661,8015141,989909,99809,700520,,792240,981907,165350,6041853,3704943,360391.0,2474948,79518,234081,1903656,2196891,150812,348607
2019-05-16,771591,65686,1442912,3301997,2711328,454890,3459647,336562,4387211,961932,471254,11917061,5353740.0,13779860,,,12048615,1021416,1724370,521946,285047,6745891,6036731,602010,127272,857747,,620984,607113,132347,3858063,3770718,444077.0,2651391,86070,297163,1943883,1629093,184925,416203
2019-05-17,748914,56864,1660832,5504695,3323031,300821,3285738,198514,4186853,694811,510764,14570135,4492158.0,12572653,,,8559771,969766,2152458,726361,173070,6721659,6455844,497029,73132,681645,,621018,463608,116311,3503074,3387785,373465.0,3066680,53082,204248,1815088,1437996,151335,800294
2019-05-20,546628,42396,1044800,4039262,2891319,358705,2335299,213107,6595836,924474,344020,17464904,2865850.0,17377610,,,7639224,860682,1774561,599824,146831,13610428,5902707,391095,62226,535565,,555614,860144,83116,3484412,2827331,232388.0,2520726,39675,197277,1284235,1075828,161683,696103
2019-05-21,763269,37929,1035672,2578149,2109780,564422,1678585,261075,4658442,587807,356620,14207764,3051562.0,15102277,,,8112262,1000655,1158971,625795,179863,7752379,5243845,417416,137930,469562,,395826,685096,87175,2513990,2226387,284313.0,2851754,44639,165565,1824776,945804,170401,529929
2019-05-22,890865,53999,735680,2489306,2147331,396543,1972263,190623,8698710,437612,561501,13343412,2713830.0,12737061,,,6411530,671380,1407759,609450,192506,5404130,8654218,507016,97050,520838,,385921,546133,72172,1929439,2623657,292469.0,1989165,66839,176809,1557919,769222,148433,360968
2019-05-23,648653,50279,1201855,3982009,3720851,580525,2323587,305366,6708428,744330,565946,23193778,4291667.0,12697835,,,9802656,841240,1823784,866299,156321,9182769,10379191,443043,106988,721552,,536005,426795,105424,4594763,2893570,382452.0,3193460,46715,324883,2155746,1283438,199167,500553
2019-05-24,643368,52838,797251,2267281,3059943,545253,1678062,322977,6162141,549166,692989,13011441,2964267.0,8843188,,,9957835,631449,1333975,811651,155286,7935616,4875293,427121,182285,565421,,498949,389519,81213,2660812,1872287,572714.0,1974202,73036,335845,1701809,947293,236114,421083
2019-05-27,229522,33732,404156,1201864,1600200,249039,1328854,105655,3104186,416337,218148,9628873,1865051.0,4273897,,,3578522,431703,640313,352742,63140,3129352,3453650,243906,62678,288756,,285335,146138,55196,2089354,676763,216992.0,770662,19731,69079,666541,646886,122578,157685
2019-05-28,598270,36026,1071560,4551667,3433609,365595,1653216,313969,7875888,856570,648417,18511868,5806188.0,26377323,,,7747808,1482640,1802889,717561,234967,9219337,4783300,551454,229457,907930,,639767,768924,113890,5927409,2891163,480308.0,2280633,118644,694307,2688943,962259,108441,1238469
2019-05-29,602652,100214,1027132,4394918,3281270,443401,1499372,193394,5036663,568950,589233,15771740,3901991.0,10324199,,,7915074,835996,1787452,645802,175154,7552978,4878996,559919,101829,612086,,315387,830803,87535,2950795,2539627,471094.0,2439056,101764,242533,2156609,761706,114302,517959
2019-05-30,412991,26314,493061,1371178,1438855,346345,799538,313561,3127676,294978,407570,9935630,1626469.0,5196557,,,3870353,453640,844547,358856,88443,3017873,2426146,227908,60894,323310,,192438,290291,90826,1897661,1120984,165337.0,1121755,40545,104702,2891518,382547,56524,352403
2019-05-31,642457,87864,1183269,3639236,3827369,499219,2000917,525403,7551133,743746,609778,17193650,3954295.0,10839736,,,6820206,747494,1873500,664896,199198,6746825,7603553,500169,132694,588162,,780883,547186,141244,3362036,2588784,351409.0,2415357,68208,267175,2707741,1902678,83165,418638
2019-06-03,537589,75985,1057670,2832153,3300887,468067,1838410,374858,4548594,641142,638844,22897840,2722982.0,8863512,,,7313784,758571,1320231,681812,150199,21601581,4649021,625317,100285,493644,,421836,410151,163584,3503118,2280685,507112.0,2158987,81814,180881,2115256,801553,169923,373231
2019-06-04,605898,71007,1164056,4581537,3233118,445537,2567653,306138,6570685,979279,570973,19267974,3760750.0,10574809,,,6440030,866944,1639869,767592,183352,14565015,6893639,729002,144378,666297,,729370,549558,169841,2507291,2637001,662873.0,2406505,82938,257470,3553230,1502624,265579,412419
2019-06-05,501306,65886,946091,2962065,2257810,312667,1484186,223122,6621123,691853,397768,12611897,3188425.0,7424557,,,8138924,573521,1629083,467065,192474,10853424,3793627,430454,129871,629263,,481961,459495,94568,3338712,2471815,327369.0,1578962,61293,283851,1742819,954747,152346,373790
2019-06-06,526545,49820,955153,2750179,2656587,506079,1947794,201020,10508401,475708,347305,20493968,2349902.0,8052222,,,11440740,629868,1614510,328916,149188,6713502,5061179,434855,87009,523114,,432016,340970,71718,3577839,1885826,439312.0,1513589,68082,222545,4334659,865954,237176,343774
2019-06-07,495059,115184,1012695,2426526,3560161,369179,1249390,235118,7059212,515740,416612,10758861,2769898.0,8324232,,,13638114,651115,1342252,443718,158417,7219579,3415827,422745,79236,549268,,309221,442762,103681,3444001,2354457,297094.0,1740674,48922,261927,3510479,817419,130511,429533
2019-06-11,706665,79447,1074519,3390121,3906550,310200,1922832,243956,6109815,682252,671374,15148569,4538023.0,11893898,,,7899231,864315,1910618,607995,109992,10097526,4293513,535908,83497,614919,,610487,463415,178483,3399133,2014094,307394.0,2212061,103080,269301,3281948,1282047,152737,684724
2019-06-12,924917,99128,724313,2551170,2240951,350395,1230534,267998,5129977,493548,453565,13178110,2266385.0,8735565,,,6829636,915720,1899436,800294,152988,5147221,3486683,395207,141236,414945,,698016,385332,163257,2560646,1840442,277419.0,1430947,86429,242557,1924723,835819,120888,377312
2019-06-13,517773,35082,864671,2874424,2267046,368340,1198900,236868,4919195,512909,524657,11211179,2138216.0,9027022,,,7120275,743321,2026677,647806,122058,4878235,3432408,424318,106636,346597,,366817,428917,86588,2880711,1913057,433611.0,1337390,55384,278834,2131259,706871,389867,316482
2019-06-14,347441,29432,829978,3856149,2336104,446245,1115793,227321,4431472,616309,278858,9435131,1903411.0,7049267,,,6078715,702588,1167280,798467,85648,13673261,3525423,276390,94510,336741,,339849,312405,436984,2295012,1680954,232595.0,1444615,55570,172446,1465904,679443,149700,480199
2019-06-17,389033,72038,684916,2303947,2295087,377190,1211681,304735,3712876,639226,504029,14933203,2766209.0,6765121,,,6498174,629639,1071214,665147,116686,4695997,2406116,423300,105311,367712,,265908,324064,155233,2508162,1628327,299322.0,1379994,63557,260453,1336827,573699,330440,550615
2019-06-18,774633,121751,1664757,3763827,4203716,499915,2545539,371271,8722437,1021903,592502,22595437,4538386.0,14795956,,,15079902,1012179,2069330,653302,164948,31167236,5856365,690280,149477,704200,,424860,450284,161498,6295920,3314071,615031.0,2864989,85880,234379,2852865,1298030,369931,446583
2019-06-19,639771,83704,980379,3110409,2760607,505042,1348744,291940,6224948,996125,499864,16539310,2570267.0,8512190,,,10002793,1064732,1478241,451557,159318,14627668,4491864,523565,102499,699489,,382959,281221,177812,6419788,2393016,519299.0,1687953,78900,378788,3974360,942552,161449,403414
2019-06-20,426358,89375,904502,2802066,2858288,553547,1722902,301066,6656137,552521,462903,15180593,3285632.0,11169151,,,8398176,915768,1645404,560478,138605,13944308,4420207,440630,123065,582819,,543786,356216,141711,3615731,2162343,353197.0,2139379,72656,299244,3266026,950255,147707,459597
2019-06-21,1373091,310342,2816105,8161447,10002717,877186,3721158,667275,11743677,1577122,1374676,35977617,8439832.0,24196070,,,16083879,1761403,3548759,1497664,352603,23069272,11834480,1405497,201795,1646200,,548014,1177170,213163,7429879,8413074,1669098.0,6342852,186356,788512,7339108,1657740,293956,887637
2019-06-24,507817,57339,910991,1919539,3005513,369348,1857142,246657,4408401,757718,417164,11776421,2875223.0,6504240,,,9205039,905940,1232576,673410,129054,14595968,7525355,426721,96355,534609,,291122,501193,89421,5980850,1792674,284887.0,1765757,78075,231435,2154870,719750,101359,399949
2019-06-25,571447,83857,726942,2299732,2220804,402181,1400333,493106,4144580,463309,324128,7702288,2175090.0,5707353,,,11314162,634992,1332250,533430,151578,8989106,4291975,391049,66901,394482,,308659,344304,115065,3131576,2034657,331905.0,2271529,86071,263374,2497773,622729,72848,401717
2019-06-26,966175,51972,692246,2156543,2866575,652522,2259169,1852204,6502368,549864,509047,16490141,2471023.0,5707759,,,8278826,459107,1154688,662883,161347,7016523,4234354,387516,75674,376338,,382737,305191,165067,4258578,2114001,272269.0,2929229,86186,182485,2037821,778796,130427,399471
2019-06-27,637202,59041,911351,3495773,9516180,390262,2436122,710753,6503937,619312,483827,13127983,2211563.0,6739247,,,7212558,627687,1826492,535196,153373,6830745,3676474,337322,91106,475927,,356925,254087,143461,2807520,1933707,354322.0,1766244,63076,335593,2435043,829787,128599,473430
2019-06-28,788677,44936,1129548,3667760,4942926,468142,2059202,607930,5501348,567217,476264,20720159,3574268.0,8940974,,,7367726,601049,1919874,836820,175798,10712653,4708268,512921,140778,664189,,579797,377891,188209,3321178,3600914,418848.0,2448548,78228,453487,3305994,889401,98748,404645
2019-07-01,507343,72062,1142629,2608038,3552297,440543,2156223,371916,5300703,882476,705870,16622014,2964222.0,7211126,,,7682560,761754,2329510,602055,157871,14265103,4391668,612203,114338,457906,,458955,376407,157155,3367761,2507852,383420.0,1931473,96087,398681,2610059,1144090,148837,669586
2019-07-02,556001,56978,810782,3028865,2463840,420107,1360771,258665,5299849,647543,542928,9552750,2356007.0,6722570,,,7581513,574930,1239122,1018972,161245,5033181,3402622,330461,95030,514341,,324735,300302,134693,3712755,1950067,356719.0,1898919,87278,304968,2203062,914033,138358,489155
2019-07-03,538674,45311,698095,2079075,2281126,403141,2094683,244635,6334469,766167,418981,15423271,1745102.0,5455949,,,7037793,392389,1153803,847926,169824,5271633,3367864,270615,110073,455280,,466221,334614,135000,4362991,2029596,351044.0,1818539,78786,321336,2662647,1388968,119349,552214
2019-07-04,292727,20949,458458,1661051,1834881,322249,1641200,121302,5032419,505549,321899,11164634,1792842.0,5272942,,,4788996,275528,840794,491002,111505,3483341,2196698,237588,53573,242529,,230763,428343,60066,2554791,1195658,151140.0,1175182,41241,130652,1632348,526289,129927,438813
2019-07-05,466495,34224,748042,2377733,2037462,308813,1332435,375418,8017668,457045,478465,23078301,1920787.0,6434241,,,7648650,491632,1197643,490433,139241,5867298,2233919,322685,80152,375336,,239096,355668,146108,3556261,2056605,234819.0,3510829,33293,242552,1344943,585164,173788,827986
2019-07-08,380068,32766,678033,1856960,2104359,234436,1091683,206168,6905108,506711,348633,42539812,1489337.0,4254295,,,4686155,390099,1048558,427850,156530,5629032,3077194,424286,74868,390710,,468802,207417,84593,2828493,1486343,167813.0,2291824,31815,396195,1110132,769149,121459,639526
